COMPOUND_NAME,COMPOUND_ABBREVIATION,COMPOUND_NO,Human - in vitro,Rat - in vitro,Rat - in vivo - Liver - Single,Rat - in vivo - Liver - Repeat,Rat - in vivo - Kidney - Single,Rat - in vivo - Kidney - Repeat
phenacetin,PCT,00138,ftp://ftp.biosciencedbc.jp/archive/open-tggates/LATEST/Human/in_vitro/phenacetin.Human.in_vitro.Liver.zip,ftp://ftp.biosciencedbc.jp/archive/open-tggates/LATEST/Rat/in_vitro/phenacetin.Rat.in_vitro.Liver.zip,ftp://ftp.biosciencedbc.jp/archive/open-tggates/LATEST/Rat/in_vivo/Liver/Single/phenacetin.Rat.in_vivo.Liver.Single.zip,ftp://ftp.biosciencedbc.jp/archive/open-tggates/LATEST/Rat/in_vivo/Liver/Repeat/phenacetin.Rat.in_vivo.Liver.Repeat.zip,ftp://ftp.biosciencedbc.jp/archive/open-tggates/LATEST/Rat/in_vivo/Kidney/Single/phenacetin.Rat.in_vivo.Kidney.Single.zip,ftp://ftp.biosciencedbc.jp/archive/open-tggates/LATEST/Rat/in_vivo/Kidney/Repeat/phenacetin.Rat.in_vivo.Kidney.Repeat.zip
phenobarbital,PB,00004,ftp://ftp.biosciencedbc.jp/archive/open-tggates/LATEST/Human/in_vitro/phenobarbital.Human.in_vitro.Liver.zip,ftp://ftp.biosciencedbc.jp/archive/open-tggates/LATEST/Rat/in_vitro/phenobarbital.Rat.in_vitro.Liver.zip,ftp://ftp.biosciencedbc.jp/archive/open-tggates/LATEST/Rat/in_vivo/Liver/Single/phenobarbital.Rat.in_vivo.Liver.Single.zip,ftp://ftp.biosciencedbc.jp/archive/open-tggates/LATEST/Rat/in_vivo/Liver/Repeat/phenobarbital.Rat.in_vivo.Liver.Repeat.zip,,
phenylanthranilic acid,NPAA,00140,ftp://ftp.biosciencedbc.jp/archive/open-tggates/LATEST/Human/in_vitro/phenylanthranilic_acid.Human.in_vitro.Liver.zip,ftp://ftp.biosciencedbc.jp/archive/open-tggates/LATEST/Rat/in_vitro/phenylanthranilic_acid.Rat.in_vitro.Liver.zip,ftp://ftp.biosciencedbc.jp/archive/open-tggates/LATEST/Rat/in_vivo/Liver/Single/phenylanthranilic_acid.Rat.in_vivo.Liver.Single.zip,ftp://ftp.biosciencedbc.jp/archive/open-tggates/LATEST/Rat/in_vivo/Liver/Repeat/phenylanthranilic_acid.Rat.in_vivo.Liver.Repeat.zip,ftp://ftp.biosciencedbc.jp/archive/open-tggates/LATEST/Rat/in_vivo/Kidney/Single/phenylanthranilic_acid.Rat.in_vivo.Kidney.Single.zip,ftp://ftp.biosciencedbc.jp/archive/open-tggates/LATEST/Rat/in_vivo/Kidney/Repeat/phenylanthranilic_acid.Rat.in_vivo.Kidney.Repeat.zip
phenylbutazone,PhB,00011,ftp://ftp.biosciencedbc.jp/archive/open-tggates/LATEST/Human/in_vitro/phenylbutazone.Human.in_vitro.Liver.zip,ftp://ftp.biosciencedbc.jp/archive/open-tggates/LATEST/Rat/in_vitro/phenylbutazone.Rat.in_vitro.Liver.zip,ftp://ftp.biosciencedbc.jp/archive/open-tggates/LATEST/Rat/in_vivo/Liver/Single/phenylbutazone.Rat.in_vivo.Liver.Single.zip,ftp://ftp.biosciencedbc.jp/archive/open-tggates/LATEST/Rat/in_vivo/Liver/Repeat/phenylbutazone.Rat.in_vivo.Liver.Repeat.zip,ftp://ftp.biosciencedbc.jp/archive/open-tggates/LATEST/Rat/in_vivo/Kidney/Single/phenylbutazone.Rat.in_vivo.Kidney.Single.zip,ftp://ftp.biosciencedbc.jp/archive/open-tggates/LATEST/Rat/in_vivo/Kidney/Repeat/phenylbutazone.Rat.in_vivo.Kidney.Repeat.zip
phenytoin,PHE,00026,ftp://ftp.biosciencedbc.jp/archive/open-tggates/LATEST/Human/in_vitro/phenytoin.Human.in_vitro.Liver.zip,ftp://ftp.biosciencedbc.jp/archive/open-tggates/LATEST/Rat/in_vitro/phenytoin.Rat.in_vitro.Liver.zip,ftp://ftp.biosciencedbc.jp/archive/open-tggates/LATEST/Rat/in_vivo/Liver/Single/phenytoin.Rat.in_vivo.Liver.Single.zip,ftp://ftp.biosciencedbc.jp/archive/open-tggates/LATEST/Rat/in_vivo/Liver/Repeat/phenytoin.Rat.in_vivo.Liver.Repeat.zip,,
phorone,PHO,00A03,ftp://ftp.biosciencedbc.jp/archive/open-tggates/LATEST/Human/in_vitro/phorone.Human.in_vitro.Liver.zip,ftp://ftp.biosciencedbc.jp/archive/open-tggates/LATEST/Rat/in_vitro/phorone.Rat.in_vitro.Liver.zip,ftp://ftp.biosciencedbc.jp/archive/open-tggates/LATEST/Rat/in_vivo/Liver/Single/phorone.Rat.in_vivo.Liver.Single.zip,,,
promethazine,PMZ,00110,ftp://ftp.biosciencedbc.jp/archive/open-tggates/LATEST/Human/in_vitro/promethazine.Human.in_vitro.Liver.zip,ftp://ftp.biosciencedbc.jp/archive/open-tggates/LATEST/Rat/in_vitro/promethazine.Rat.in_vitro.Liver.zip,ftp://ftp.biosciencedbc.jp/archive/open-tggates/LATEST/Rat/in_vivo/Liver/Single/promethazine.Rat.in_vivo.Liver.Single.zip,ftp://ftp.biosciencedbc.jp/archive/open-tggates/LATEST/Rat/in_vivo/Liver/Repeat/promethazine.Rat.in_vivo.Liver.Repeat.zip,,
propranolol,PPL,00170,ftp://ftp.biosciencedbc.jp/archive/open-tggates/LATEST/Human/in_vitro/propranolol.Human.in_vitro.Liver.zip,,ftp://ftp.biosciencedbc.jp/archive/open-tggates/LATEST/Rat/in_vivo/Liver/Single/propranolol.Rat.in_vivo.Liver.Single.zip,ftp://ftp.biosciencedbc.jp/archive/open-tggates/LATEST/Rat/in_vivo/Liver/Repeat/propranolol.Rat.in_vivo.Liver.Repeat.zip,,
propylthiouracil,PTU,00029,ftp://ftp.biosciencedbc.jp/archive/open-tggates/LATEST/Human/in_vitro/propylthiouracil.Human.in_vitro.Liver.zip,ftp://ftp.biosciencedbc.jp/archive/open-tggates/LATEST/Rat/in_vitro/propylthiouracil.Rat.in_vitro.Liver.zip,ftp://ftp.biosciencedbc.jp/archive/open-tggates/LATEST/Rat/in_vivo/Liver/Single/propylthiouracil.Rat.in_vivo.Liver.Single.zip,ftp://ftp.biosciencedbc.jp/archive/open-tggates/LATEST/Rat/in_vivo/Liver/Repeat/propylthiouracil.Rat.in_vivo.Liver.Repeat.zip,,
puromycin aminonucleoside,PAN,00143,,ftp://ftp.biosciencedbc.jp/archive/open-tggates/LATEST/Rat/in_vitro/puromycin_aminonucleoside.Rat.in_vitro.Liver.zip,ftp://ftp.biosciencedbc.jp/archive/open-tggates/LATEST/Rat/in_vivo/Liver/Single/puromycin_aminonucleoside.Rat.in_vivo.Liver.Single.zip,ftp://ftp.biosciencedbc.jp/archive/open-tggates/LATEST/Rat/in_vivo/Liver/Repeat/puromycin_aminonucleoside.Rat.in_vivo.Liver.Repeat.zip,ftp://ftp.biosciencedbc.jp/archive/open-tggates/LATEST/Rat/in_vivo/Kidney/Single/puromycin_aminonucleoside.Rat.in_vivo.Kidney.Single.zip,ftp://ftp.biosciencedbc.jp/archive/open-tggates/LATEST/Rat/in_vivo/Kidney/Repeat/puromycin_aminonucleoside.Rat.in_vivo.Kidney.Repeat.zip
quinidine,QND,00074,ftp://ftp.biosciencedbc.jp/archive/open-tggates/LATEST/Human/in_vitro/quinidine.Human.in_vitro.Liver.zip,ftp://ftp.biosciencedbc.jp/archive/open-tggates/LATEST/Rat/in_vitro/quinidine.Rat.in_vitro.Liver.zip,ftp://ftp.biosciencedbc.jp/archive/open-tggates/LATEST/Rat/in_vivo/Liver/Single/quinidine.Rat.in_vivo.Liver.Single.zip,ftp://ftp.biosciencedbc.jp/archive/open-tggates/LATEST/Rat/in_vivo/Liver/Repeat/quinidine.Rat.in_vivo.Liver.Repeat.zip,,
ranitidine,RAN,00086,ftp://ftp.biosciencedbc.jp/archive/open-tggates/LATEST/Human/in_vitro/ranitidine.Human.in_vitro.Liver.zip,ftp://ftp.biosciencedbc.jp/archive/open-tggates/LATEST/Rat/in_vitro/ranitidine.Rat.in_vitro.Liver.zip,ftp://ftp.biosciencedbc.jp/archive/open-tggates/LATEST/Rat/in_vivo/Liver/Single/ranitidine.Rat.in_vivo.Liver.Single.zip,ftp://ftp.biosciencedbc.jp/archive/open-tggates/LATEST/Rat/in_vivo/Liver/Repeat/ranitidine.Rat.in_vivo.Liver.Repeat.zip,,
rifampicin,RIF,00008,ftp://ftp.biosciencedbc.jp/archive/open-tggates/LATEST/Human/in_vitro/rifampicin.Human.in_vitro.Liver.zip,ftp://ftp.biosciencedbc.jp/archive/open-tggates/LATEST/Rat/in_vitro/rifampicin.Rat.in_vitro.Liver.zip,ftp://ftp.biosciencedbc.jp/archive/open-tggates/LATEST/Rat/in_vivo/Liver/Single/rifampicin.Rat.in_vivo.Liver.Single.zip,ftp://ftp.biosciencedbc.jp/archive/open-tggates/LATEST/Rat/in_vivo/Liver/Repeat/rifampicin.Rat.in_vivo.Liver.Repeat.zip,ftp://ftp.biosciencedbc.jp/archive/open-tggates/LATEST/Rat/in_vivo/Kidney/Single/rifampicin.Rat.in_vivo.Kidney.Single.zip,ftp://ftp.biosciencedbc.jp/archive/open-tggates/LATEST/Rat/in_vivo/Kidney/Repeat/rifampicin.Rat.in_vivo.Kidney.Repeat.zip
rosiglitazone maleate,RGZ,00151,ftp://ftp.biosciencedbc.jp/archive/open-tggates/LATEST/Human/in_vitro/rosiglitazone_maleate.Human.in_vitro.Liver.zip,,ftp://ftp.biosciencedbc.jp/archive/open-tggates/LATEST/Rat/in_vivo/Liver/Single/rosiglitazone_maleate.Rat.in_vivo.Liver.Single.zip,ftp://ftp.biosciencedbc.jp/archive/open-tggates/LATEST/Rat/in_vivo/Liver/Repeat/rosiglitazone_maleate.Rat.in_vivo.Liver.Repeat.zip,,
rotenone,ROT,00152,ftp://ftp.biosciencedbc.jp/archive/open-tggates/LATEST/Human/in_vitro/rotenone.Human.in_vitro.Liver.zip,,ftp://ftp.biosciencedbc.jp/archive/open-tggates/LATEST/Rat/in_vivo/Liver/Single/rotenone.Rat.in_vivo.Liver.Single.zip,ftp://ftp.biosciencedbc.jp/archive/open-tggates/LATEST/Rat/in_vivo/Liver/Repeat/rotenone.Rat.in_vivo.Liver.Repeat.zip,,
simvastatin,SST,00117,ftp://ftp.biosciencedbc.jp/archive/open-tggates/LATEST/Human/in_vitro/simvastatin.Human.in_vitro.Liver.zip,ftp://ftp.biosciencedbc.jp/archive/open-tggates/LATEST/Rat/in_vitro/simvastatin.Rat.in_vitro.Liver.zip,ftp://ftp.biosciencedbc.jp/archive/open-tggates/LATEST/Rat/in_vivo/Liver/Single/simvastatin.Rat.in_vivo.Liver.Single.zip,ftp://ftp.biosciencedbc.jp/archive/open-tggates/LATEST/Rat/in_vivo/Liver/Repeat/simvastatin.Rat.in_vivo.Liver.Repeat.zip,,
sulfasalazine,SS,00034,ftp://ftp.biosciencedbc.jp/archive/open-tggates/LATEST/Human/in_vitro/sulfasalazine.Human.in_vitro.Liver.zip,ftp://ftp.biosciencedbc.jp/archive/open-tggates/LATEST/Rat/in_vitro/sulfasalazine.Rat.in_vitro.Liver.zip,ftp://ftp.biosciencedbc.jp/archive/open-tggates/LATEST/Rat/in_vivo/Liver/Single/sulfasalazine.Rat.in_vivo.Liver.Single.zip,ftp://ftp.biosciencedbc.jp/archive/open-tggates/LATEST/Rat/in_vivo/Liver/Repeat/sulfasalazine.Rat.in_vivo.Liver.Repeat.zip,,
sulindac,SUL,00100,ftp://ftp.biosciencedbc.jp/archive/open-tggates/LATEST/Human/in_vitro/sulindac.Human.in_vitro.Liver.zip,ftp://ftp.biosciencedbc.jp/archive/open-tggates/LATEST/Rat/in_vitro/sulindac.Rat.in_vitro.Liver.zip,ftp://ftp.biosciencedbc.jp/archive/open-tggates/LATEST/Rat/in_vivo/Liver/Single/sulindac.Rat.in_vivo.Liver.Single.zip,ftp://ftp.biosciencedbc.jp/archive/open-tggates/LATEST/Rat/in_vivo/Liver/Repeat/sulindac.Rat.in_vivo.Liver.Repeat.zip,,
sulpiride,SLP,00115,ftp://ftp.biosciencedbc.jp/archive/open-tggates/LATEST/Human/in_vitro/sulpiride.Human.in_vitro.Liver.zip,ftp://ftp.biosciencedbc.jp/archive/open-tggates/LATEST/Rat/in_vitro/sulpiride.Rat.in_vitro.Liver.zip,ftp://ftp.biosciencedbc.jp/archive/open-tggates/LATEST/Rat/in_vivo/Liver/Single/sulpiride.Rat.in_vivo.Liver.Single.zip,ftp://ftp.biosciencedbc.jp/archive/open-tggates/LATEST/Rat/in_vivo/Liver/Repeat/sulpiride.Rat.in_vivo.Liver.Repeat.zip,,
tacrine,TAC,00060,ftp://ftp.biosciencedbc.jp/archive/open-tggates/LATEST/Human/in_vitro/tacrine.Human.in_vitro.Liver.zip,ftp://ftp.biosciencedbc.jp/archive/open-tggates/LATEST/Rat/in_vitro/tacrine.Rat.in_vitro.Liver.zip,ftp://ftp.biosciencedbc.jp/archive/open-tggates/LATEST/Rat/in_vivo/Liver/Single/tacrine.Rat.in_vivo.Liver.Single.zip,ftp://ftp.biosciencedbc.jp/archive/open-tggates/LATEST/Rat/in_vivo/Liver/Repeat/tacrine.Rat.in_vivo.Liver.Repeat.zip,,
tamoxifen,TMX,00054,ftp://ftp.biosciencedbc.jp/archive/open-tggates/LATEST/Human/in_vitro/tamoxifen.Human.in_vitro.Liver.zip,ftp://ftp.biosciencedbc.jp/archive/open-tggates/LATEST/Rat/in_vitro/tamoxifen.Rat.in_vitro.Liver.zip,ftp://ftp.biosciencedbc.jp/archive/open-tggates/LATEST/Rat/in_vivo/Liver/Single/tamoxifen.Rat.in_vivo.Liver.Single.zip,ftp://ftp.biosciencedbc.jp/archive/open-tggates/LATEST/Rat/in_vivo/Liver/Repeat/tamoxifen.Rat.in_vivo.Liver.Repeat.zip,,
tannic acid,TAN,00093,ftp://ftp.biosciencedbc.jp/archive/open-tggates/LATEST/Human/in_vitro/tannic_acid.Human.in_vitro.Liver.zip,ftp://ftp.biosciencedbc.jp/archive/open-tggates/LATEST/Rat/in_vitro/tannic_acid.Rat.in_vitro.Liver.zip,ftp://ftp.biosciencedbc.jp/archive/open-tggates/LATEST/Rat/in_vivo/Liver/Single/tannic_acid.Rat.in_vivo.Liver.Single.zip,ftp://ftp.biosciencedbc.jp/archive/open-tggates/LATEST/Rat/in_vivo/Liver/Repeat/tannic_acid.Rat.in_vivo.Liver.Repeat.zip,,
terbinafine,TBF,00123,ftp://ftp.biosciencedbc.jp/archive/open-tggates/LATEST/Human/in_vitro/terbinafine.Human.in_vitro.Liver.zip,ftp://ftp.biosciencedbc.jp/archive/open-tggates/LATEST/Rat/in_vitro/terbinafine.Rat.in_vitro.Liver.zip,ftp://ftp.biosciencedbc.jp/archive/open-tggates/LATEST/Rat/in_vivo/Liver/Single/terbinafine.Rat.in_vivo.Liver.Single.zip,ftp://ftp.biosciencedbc.jp/archive/open-tggates/LATEST/Rat/in_vivo/Liver/Repeat/terbinafine.Rat.in_vivo.Liver.Repeat.zip,,
tetracycline,TC,00048,ftp://ftp.biosciencedbc.jp/archive/open-tggates/LATEST/Human/in_vitro/tetracycline.Human.in_vitro.Liver.zip,ftp://ftp.biosciencedbc.jp/archive/open-tggates/LATEST/Rat/in_vitro/tetracycline.Rat.in_vitro.Liver.zip,ftp://ftp.biosciencedbc.jp/archive/open-tggates/LATEST/Rat/in_vivo/Liver/Single/tetracycline.Rat.in_vivo.Liver.Single.zip,ftp://ftp.biosciencedbc.jp/archive/open-tggates/LATEST/Rat/in_vivo/Liver/Repeat/tetracycline.Rat.in_vivo.Liver.Repeat.zip,,
theophylline,TEO,00096,ftp://ftp.biosciencedbc.jp/archive/open-tggates/LATEST/Human/in_vitro/theophylline.Human.in_vitro.Liver.zip,ftp://ftp.biosciencedbc.jp/archive/open-tggates/LATEST/Rat/in_vitro/theophylline.Rat.in_vitro.Liver.zip,ftp://ftp.biosciencedbc.jp/archive/open-tggates/LATEST/Rat/in_vivo/Liver/Single/theophylline.Rat.in_vivo.Liver.Single.zip,ftp://ftp.biosciencedbc.jp/archive/open-tggates/LATEST/Rat/in_vivo/Liver/Repeat/theophylline.Rat.in_vivo.Liver.Repeat.zip,,
thioacetamide,TAA,00017,ftp://ftp.biosciencedbc.jp/archive/open-tggates/LATEST/Human/in_vitro/thioacetamide.Human.in_vitro.Liver.zip,ftp://ftp.biosciencedbc.jp/archive/open-tggates/LATEST/Rat/in_vitro/thioacetamide.Rat.in_vitro.Liver.zip,ftp://ftp.biosciencedbc.jp/archive/open-tggates/LATEST/Rat/in_vivo/Liver/Single/thioacetamide.Rat.in_vivo.Liver.Single.zip,ftp://ftp.biosciencedbc.jp/archive/open-tggates/LATEST/Rat/in_vivo/Liver/Repeat/thioacetamide.Rat.in_vivo.Liver.Repeat.zip,ftp://ftp.biosciencedbc.jp/archive/open-tggates/LATEST/Rat/in_vivo/Kidney/Single/thioacetamide.Rat.in_vivo.Kidney.Single.zip,ftp://ftp.biosciencedbc.jp/archive/open-tggates/LATEST/Rat/in_vivo/Kidney/Repeat/thioacetamide.Rat.in_vivo.Kidney.Repeat.zip
thioridazine,TRZ,00038,ftp://ftp.biosciencedbc.jp/archive/open-tggates/LATEST/Human/in_vitro/thioridazine.Human.in_vitro.Liver.zip,ftp://ftp.biosciencedbc.jp/archive/open-tggates/LATEST/Rat/in_vitro/thioridazine.Rat.in_vitro.Liver.zip,ftp://ftp.biosciencedbc.jp/archive/open-tggates/LATEST/Rat/in_vivo/Liver/Single/thioridazine.Rat.in_vivo.Liver.Single.zip,ftp://ftp.biosciencedbc.jp/archive/open-tggates/LATEST/Rat/in_vivo/Liver/Repeat/thioridazine.Rat.in_vivo.Liver.Repeat.zip,,
ticlopidine,TCP,00146,ftp://ftp.biosciencedbc.jp/archive/open-tggates/LATEST/Human/in_vitro/ticlopidine.Human.in_vitro.Liver.zip,ftp://ftp.biosciencedbc.jp/archive/open-tggates/LATEST/Rat/in_vitro/ticlopidine.Rat.in_vitro.Liver.zip,ftp://ftp.biosciencedbc.jp/archive/open-tggates/LATEST/Rat/in_vivo/Liver/Single/ticlopidine.Rat.in_vivo.Liver.Single.zip,ftp://ftp.biosciencedbc.jp/archive/open-tggates/LATEST/Rat/in_vivo/Liver/Repeat/ticlopidine.Rat.in_vivo.Liver.Repeat.zip,,
tiopronin,TIO,00104,ftp://ftp.biosciencedbc.jp/archive/open-tggates/LATEST/Human/in_vitro/tiopronin.Human.in_vitro.Liver.zip,ftp://ftp.biosciencedbc.jp/archive/open-tggates/LATEST/Rat/in_vitro/tiopronin.Rat.in_vitro.Liver.zip,ftp://ftp.biosciencedbc.jp/archive/open-tggates/LATEST/Rat/in_vivo/Liver/Single/tiopronin.Rat.in_vivo.Liver.Single.zip,ftp://ftp.biosciencedbc.jp/archive/open-tggates/LATEST/Rat/in_vivo/Liver/Repeat/tiopronin.Rat.in_vivo.Liver.Repeat.zip,,
TNFƒ¿,TNF,00A08,ftp://ftp.biosciencedbc.jp/archive/open-tggates/LATEST/Human/in_vitro/TNFa.Human.in_vitro.Liver.zip,ftp://ftp.biosciencedbc.jp/archive/open-tggates/LATEST/Rat/in_vitro/TNFa.Rat.in_vitro.Liver.zip,ftp://ftp.biosciencedbc.jp/archive/open-tggates/LATEST/Rat/in_vivo/Liver/Single/TNFa.Rat.in_vivo.Liver.Single.zip,,,
tolbutamide,TLB,00114,ftp://ftp.biosciencedbc.jp/archive/open-tggates/LATEST/Human/in_vitro/tolbutamide.Human.in_vitro.Liver.zip,ftp://ftp.biosciencedbc.jp/archive/open-tggates/LATEST/Rat/in_vitro/tolbutamide.Rat.in_vitro.Liver.zip,ftp://ftp.biosciencedbc.jp/archive/open-tggates/LATEST/Rat/in_vivo/Liver/Single/tolbutamide.Rat.in_vivo.Liver.Single.zip,ftp://ftp.biosciencedbc.jp/archive/open-tggates/LATEST/Rat/in_vivo/Liver/Repeat/tolbutamide.Rat.in_vivo.Liver.Repeat.zip,,
transforming growth factor beta 1,TGFB1,00182,ftp://ftp.biosciencedbc.jp/archive/open-tggates/LATEST/Human/in_vitro/transforming_growth_factor_beta_1.Human.in_vitro.Liver.zip,,,,,
triamterene,TRI,00101,,ftp://ftp.biosciencedbc.jp/archive/open-tggates/LATEST/Rat/in_vitro/triamterene.Rat.in_vitro.Liver.zip,ftp://ftp.biosciencedbc.jp/archive/open-tggates/LATEST/Rat/in_vivo/Liver/Single/triamterene.Rat.in_vivo.Liver.Single.zip,ftp://ftp.biosciencedbc.jp/archive/open-tggates/LATEST/Rat/in_vivo/Liver/Repeat/triamterene.Rat.in_vivo.Liver.Repeat.zip,ftp://ftp.biosciencedbc.jp/archive/open-tggates/LATEST/Rat/in_vivo/Kidney/Single/triamterene.Rat.in_vivo.Kidney.Single.zip,ftp://ftp.biosciencedbc.jp/archive/open-tggates/LATEST/Rat/in_vivo/Kidney/Repeat/triamterene.Rat.in_vivo.Kidney.Repeat.zip
triazolam,TZM,00120,ftp://ftp.biosciencedbc.jp/archive/open-tggates/LATEST/Human/in_vitro/triazolam.Human.in_vitro.Liver.zip,ftp://ftp.biosciencedbc.jp/archive/open-tggates/LATEST/Rat/in_vitro/triazolam.Rat.in_vitro.Liver.zip,ftp://ftp.biosciencedbc.jp/archive/open-tggates/LATEST/Rat/in_vivo/Liver/Single/triazolam.Rat.in_vivo.Liver.Single.zip,ftp://ftp.biosciencedbc.jp/archive/open-tggates/LATEST/Rat/in_vivo/Liver/Repeat/triazolam.Rat.in_vivo.Liver.Repeat.zip,,
trimethadione,TMD,00122,ftp://ftp.biosciencedbc.jp/archive/open-tggates/LATEST/Human/in_vitro/trimethadione.Human.in_vitro.Liver.zip,ftp://ftp.biosciencedbc.jp/archive/open-tggates/LATEST/Rat/in_vitro/trimethadione.Rat.in_vitro.Liver.zip,ftp://ftp.biosciencedbc.jp/archive/open-tggates/LATEST/Rat/in_vivo/Liver/Single/trimethadione.Rat.in_vivo.Liver.Single.zip,ftp://ftp.biosciencedbc.jp/archive/open-tggates/LATEST/Rat/in_vivo/Liver/Repeat/trimethadione.Rat.in_vivo.Liver.Repeat.zip,,
tunicamycin,TUN,00A02,ftp://ftp.biosciencedbc.jp/archive/open-tggates/LATEST/Human/in_vitro/tunicamycin.Human.in_vitro.Liver.zip,ftp://ftp.biosciencedbc.jp/archive/open-tggates/LATEST/Rat/in_vitro/tunicamycin.Rat.in_vitro.Liver.zip,ftp://ftp.biosciencedbc.jp/archive/open-tggates/LATEST/Rat/in_vivo/Liver/Single/tunicamycin.Rat.in_vivo.Liver.Single.zip,,,
valproic acid,VPA,00005,ftp://ftp.biosciencedbc.jp/archive/open-tggates/LATEST/Human/in_vitro/valproic_acid.Human.in_vitro.Liver.zip,ftp://ftp.biosciencedbc.jp/archive/open-tggates/LATEST/Rat/in_vitro/valproic_acid.Rat.in_vitro.Liver.zip,ftp://ftp.biosciencedbc.jp/archive/open-tggates/LATEST/Rat/in_vivo/Liver/Single/valproic_acid.Rat.in_vivo.Liver.Single.zip,ftp://ftp.biosciencedbc.jp/archive/open-tggates/LATEST/Rat/in_vivo/Liver/Repeat/valproic_acid.Rat.in_vivo.Liver.Repeat.zip,ftp://ftp.biosciencedbc.jp/archive/open-tggates/LATEST/Rat/in_vivo/Kidney/Single/valproic_acid.Rat.in_vivo.Kidney.Single.zip,ftp://ftp.biosciencedbc.jp/archive/open-tggates/LATEST/Rat/in_vivo/Kidney/Repeat/valproic_acid.Rat.in_vivo.Kidney.Repeat.zip
venlafaxine,VLF,00172,ftp://ftp.biosciencedbc.jp/archive/open-tggates/LATEST/Human/in_vitro/venlafaxine.Human.in_vitro.Liver.zip,ftp://ftp.biosciencedbc.jp/archive/open-tggates/LATEST/Rat/in_vitro/venlafaxine.Rat.in_vitro.Liver.zip,,,,
vitamin A,VA,00059,ftp://ftp.biosciencedbc.jp/archive/open-tggates/LATEST/Human/in_vitro/vitamin_A.Human.in_vitro.Liver.zip,ftp://ftp.biosciencedbc.jp/archive/open-tggates/LATEST/Rat/in_vitro/vitamin_A.Rat.in_vitro.Liver.zip,ftp://ftp.biosciencedbc.jp/archive/open-tggates/LATEST/Rat/in_vivo/Liver/Single/vitamin_A.Rat.in_vivo.Liver.Single.zip,ftp://ftp.biosciencedbc.jp/archive/open-tggates/LATEST/Rat/in_vivo/Liver/Repeat/vitamin_A.Rat.in_vivo.Liver.Repeat.zip,,
WY-14643,WY,00030,ftp://ftp.biosciencedbc.jp/archive/open-tggates/LATEST/Human/in_vitro/WY-14643.Human.in_vitro.Liver.zip,ftp://ftp.biosciencedbc.jp/archive/open-tggates/LATEST/Rat/in_vitro/WY-14643.Rat.in_vitro.Liver.zip,ftp://ftp.biosciencedbc.jp/archive/open-tggates/LATEST/Rat/in_vivo/Liver/Single/WY-14643.Rat.in_vivo.Liver.Single.zip,ftp://ftp.biosciencedbc.jp/archive/open-tggates/LATEST/Rat/in_vivo/Liver/Repeat/WY-14643.Rat.in_vivo.Liver.Repeat.zip,,
