BARCODE,EXP_ID,GROUP_ID,INDIVIDUAL_ID,COMPOUND_NAME,DOSE_LEVEL,SACRIFICE_PERIOD,ORGAN,FINDING_TYPE,TOPOGRAPHY_TYPE,GRADE_TYPE,SP_FLG
No ChipData,0296,10,5,tamoxifen,Middle,6 hr,Kidney,"Dilatation, cystic",Cortex,minimal,true
No ChipData,0296,12,1,tamoxifen,Middle,24 hr,Kidney,"Dilatation, cystic",Cortex,minimal,true
No ChipData,0297,09,4,tamoxifen,Middle,4 day,Kidney,"Change, basophilic",Cortex,minimal,true
No ChipData,0297,10,1,tamoxifen,Middle,8 day,Kidney,Dilatation,Pelvic cavity,slight,true
No ChipData,0297,11,4,tamoxifen,Middle,15 day,Kidney,Hypertrophy,Proximal tubule,minimal,false
003017083013,0297,12,4,tamoxifen,Middle,29 day,Liver,"Change, eosinophilic",Centrilobular,minimal,false
No ChipData,0297,12,5,tamoxifen,Middle,29 day,Kidney,"Change, basophilic",Cortex,minimal,true
No ChipData,0297,12,5,tamoxifen,Middle,29 day,Kidney,"Dilatation, cystic",Cortex,minimal,true
No ChipData,0297,12,3,tamoxifen,Middle,29 day,Kidney,Hypertrophy,Proximal tubule,minimal,false
No ChipData,0297,12,4,tamoxifen,Middle,29 day,Kidney,Hypertrophy,Proximal tubule,minimal,false
No ChipData,0297,12,5,tamoxifen,Middle,29 day,Kidney,Hypertrophy,Proximal tubule,minimal,false
No ChipData,0297,12,1,tamoxifen,Middle,29 day,Kidney,Hypertrophy,Proximal tubule,slight,false
No ChipData,0297,12,2,tamoxifen,Middle,29 day,Kidney,Hypertrophy,Proximal tubule,slight,false
No ChipData,0296,14,4,tamoxifen,High,6 hr,Liver,Necrosis,,minimal,true
No ChipData,0296,14,1,tamoxifen,High,6 hr,Kidney,"Change, basophilic",Cortex,minimal,true
No ChipData,0296,16,2,tamoxifen,High,24 hr,Kidney,"Change, basophilic",Cortex,minimal,true
No ChipData,0296,16,1,tamoxifen,High,24 hr,Kidney,"Dilatation, cystic",Cortex,minimal,true
003017087020,0297,13,4,tamoxifen,High,4 day,Liver,"Change, eosinophilic",Centrilobular,minimal,false
No ChipData,0297,13,3,tamoxifen,High,4 day,Kidney,"Dilatation, cystic",Medulla,minimal,true
No ChipData,0297,14,1,tamoxifen,High,8 day,Kidney,"Dilatation, cystic",Cortex,minimal,true
No ChipData,0297,14,1,tamoxifen,High,8 day,Kidney,"Dilatation, cystic",Medulla,minimal,true
No ChipData,0297,14,2,tamoxifen,High,8 day,Kidney,"Dilatation, cystic",Medulla,minimal,true
No ChipData,0297,14,2,tamoxifen,High,8 day,Kidney,Hypertrophy,Proximal tubule,minimal,false
No ChipData,0297,15,3,tamoxifen,High,15 day,Kidney,"Change, basophilic",Cortex,minimal,true
No ChipData,0297,15,2,tamoxifen,High,15 day,Kidney,"Dilatation, cystic",Cortex,minimal,true
No ChipData,0297,15,3,tamoxifen,High,15 day,Kidney,"Dilatation, cystic",Medulla,minimal,true
No ChipData,0297,15,2,tamoxifen,High,15 day,Kidney,Hypertrophy,Proximal tubule,minimal,false
No ChipData,0297,15,4,tamoxifen,High,15 day,Kidney,Hypertrophy,Proximal tubule,slight,false
003017083015,0297,16,1,tamoxifen,High,29 day,Liver,"Change, eosinophilic",Centrilobular,minimal,false
003017083016,0297,16,3,tamoxifen,High,29 day,Liver,"Change, eosinophilic",Centrilobular,minimal,false
003017083017,0297,16,4,tamoxifen,High,29 day,Liver,"Change, eosinophilic",Centrilobular,minimal,false
No ChipData,0297,16,4,tamoxifen,High,29 day,Kidney,"Change, basophilic",Cortex,minimal,true
No ChipData,0297,16,5,tamoxifen,High,29 day,Kidney,"Change, basophilic",Cortex,minimal,true
No ChipData,0297,16,2,tamoxifen,High,29 day,Kidney,"Dilatation, cystic",Medulla,minimal,true
No ChipData,0297,16,2,tamoxifen,High,29 day,Kidney,Hypertrophy,Proximal tubule,minimal,false
No ChipData,0297,16,4,tamoxifen,High,29 day,Kidney,Hypertrophy,Proximal tubule,minimal,false
No ChipData,0297,16,1,tamoxifen,High,29 day,Kidney,Hypertrophy,Proximal tubule,slight,false
No ChipData,0297,16,3,tamoxifen,High,29 day,Kidney,Hypertrophy,Proximal tubule,slight,false
No ChipData,0297,16,5,tamoxifen,High,29 day,Kidney,Hypertrophy,Proximal tubule,slight,false
No ChipData,0418,01,2,tannic acid,Control,3 hr,Kidney,"Cellular infiltration, lymphocyte",,minimal,true
No ChipData,0418,01,3,tannic acid,Control,3 hr,Kidney,Cyst,Cortex,minimal,true
No ChipData,0418,01,5,tannic acid,Control,3 hr,Kidney,Cyst,Medulla,minimal,true
No ChipData,0418,01,2,tannic acid,Control,3 hr,Kidney,Regeneration,Renal tubule,minimal,true
No ChipData,0418,01,3,tannic acid,Control,3 hr,Kidney,Regeneration,Renal tubule,minimal,true
No ChipData,0418,02,1,tannic acid,Control,6 hr,Kidney,Cyst,Cortex,minimal,true
No ChipData,0418,02,1,tannic acid,Control,6 hr,Kidney,Regeneration,Renal tubule,minimal,true
No ChipData,0418,02,2,tannic acid,Control,6 hr,Kidney,Regeneration,Renal tubule,minimal,true
No ChipData,0418,02,5,tannic acid,Control,6 hr,Kidney,Regeneration,Renal tubule,minimal,true
No ChipData,0418,03,1,tannic acid,Control,9 hr,Kidney,Regeneration,Renal tubule,minimal,true
No ChipData,0418,04,2,tannic acid,Control,24 hr,Kidney,"Cellular infiltration, lymphocyte",,minimal,true
No ChipData,0418,04,3,tannic acid,Control,24 hr,Kidney,"Cellular infiltration, lymphocyte",,minimal,true
No ChipData,0418,04,3,tannic acid,Control,24 hr,Kidney,Regeneration,Renal tubule,minimal,true
No ChipData,0419,01,5,tannic acid,Control,4 day,Kidney,Cyst,Cortex,minimal,true
No ChipData,0419,01,1,tannic acid,Control,4 day,Kidney,Fibrosis,,minimal,true
No ChipData,0419,01,5,tannic acid,Control,4 day,Kidney,Fibrosis,,minimal,true
No ChipData,0419,01,2,tannic acid,Control,4 day,Kidney,Regeneration,Renal tubule,minimal,true
003017421021,0419,02,5,tannic acid,Control,8 day,Liver,Necrosis,Subserosa,minimal,true
No ChipData,0419,02,2,tannic acid,Control,8 day,Kidney,"Cellular infiltration, lymphocyte",,minimal,true
No ChipData,0419,02,5,tannic acid,Control,8 day,Kidney,"Cellular infiltration, lymphocyte",,minimal,true
No ChipData,0419,02,4,tannic acid,Control,8 day,Kidney,Cyst,Medulla,minimal,true
No ChipData,0419,02,2,tannic acid,Control,8 day,Kidney,Regeneration,Renal tubule,minimal,true
No ChipData,0419,02,5,tannic acid,Control,8 day,Kidney,Regeneration,Renal tubule,minimal,true
No ChipData,0419,03,2,tannic acid,Control,15 day,Liver,Microgranuloma,,minimal,true
003017419027,0419,03,4,tannic acid,Control,15 day,Liver,Necrosis,Subserosa,minimal,true
No ChipData,0419,03,1,tannic acid,Control,15 day,Kidney,"Cellular infiltration, lymphocyte",,minimal,true
No ChipData,0419,03,2,tannic acid,Control,15 day,Kidney,"Cellular infiltration, lymphocyte",,minimal,true
No ChipData,0419,03,5,tannic acid,Control,15 day,Kidney,"Cellular infiltration, lymphocyte",,minimal,true
No ChipData,0419,03,2,tannic acid,Control,15 day,Kidney,Cyst,Cortex,minimal,true
No ChipData,0419,03,3,tannic acid,Control,15 day,Kidney,Cyst,Cortex,minimal,true
No ChipData,0419,03,2,tannic acid,Control,15 day,Kidney,Fibrosis,,minimal,true
No ChipData,0419,03,1,tannic acid,Control,15 day,Kidney,Regeneration,Renal tubule,minimal,true
No ChipData,0419,03,2,tannic acid,Control,15 day,Kidney,Regeneration,Renal tubule,minimal,true
No ChipData,0419,04,3,tannic acid,Control,29 day,Kidney,Regeneration,Renal tubule,minimal,true
No ChipData,0419,04,5,tannic acid,Control,29 day,Kidney,Regeneration,Renal tubule,minimal,true
No ChipData,0418,05,2,tannic acid,Low,3 hr,Kidney,"Cellular infiltration, lymphocyte",,minimal,true
No ChipData,0418,05,3,tannic acid,Low,3 hr,Kidney,"Cellular infiltration, lymphocyte",,minimal,true
No ChipData,0418,05,3,tannic acid,Low,3 hr,Kidney,Cyst,Cortex,minimal,true
No ChipData,0418,05,4,tannic acid,Low,3 hr,Kidney,Cyst,Cortex,minimal,true
No ChipData,0418,05,1,tannic acid,Low,3 hr,Kidney,Cyst,Medulla,minimal,true
No ChipData,0418,05,3,tannic acid,Low,3 hr,Kidney,Cyst,Medulla,minimal,true
No ChipData,0418,05,3,tannic acid,Low,3 hr,Kidney,Regeneration,Renal tubule,minimal,true
No ChipData,0418,05,4,tannic acid,Low,3 hr,Kidney,Regeneration,Renal tubule,minimal,true
003017423012,0418,06,5,tannic acid,Low,6 hr,Liver,Necrosis,Subserosa,minimal,true
No ChipData,0418,06,1,tannic acid,Low,6 hr,Kidney,"Cellular infiltration, lymphocyte",,minimal,true
No ChipData,0418,06,5,tannic acid,Low,6 hr,Kidney,"Cellular infiltration, lymphocyte",,minimal,true
No ChipData,0418,06,3,tannic acid,Low,6 hr,Kidney,Regeneration,Renal tubule,minimal,true
No ChipData,0418,07,2,tannic acid,Low,9 hr,Kidney,Cyst,Cortex,minimal,true
No ChipData,0418,07,2,tannic acid,Low,9 hr,Kidney,Regeneration,Renal tubule,minimal,true
No ChipData,0418,08,1,tannic acid,Low,24 hr,Liver,Necrosis,Subserosa,minimal,true
003017422018,0418,08,5,tannic acid,Low,24 hr,Liver,Necrosis,Subserosa,minimal,true
No ChipData,0418,08,2,tannic acid,Low,24 hr,Kidney,"Cellular infiltration, lymphocyte",,minimal,true
No ChipData,0418,08,1,tannic acid,Low,24 hr,Kidney,Regeneration,Renal tubule,minimal,true
No ChipData,0418,08,3,tannic acid,Low,24 hr,Kidney,Regeneration,Renal tubule,minimal,true
No ChipData,0419,05,2,tannic acid,Low,4 day,Kidney,"Cellular infiltration, lymphocyte",,minimal,true
No ChipData,0419,05,2,tannic acid,Low,4 day,Kidney,Cyst,Cortex,minimal,true
No ChipData,0419,05,3,tannic acid,Low,4 day,Kidney,Cyst,Medulla,minimal,true
No ChipData,0419,05,5,tannic acid,Low,4 day,Kidney,Cyst,Medulla,minimal,true
No ChipData,0419,05,5,tannic acid,Low,4 day,Kidney,Fibrosis,,minimal,true
No ChipData,0419,05,2,tannic acid,Low,4 day,Kidney,Regeneration,Renal tubule,minimal,true
No ChipData,0419,06,2,tannic acid,Low,8 day,Kidney,"Cellular infiltration, lymphocyte",,minimal,true
No ChipData,0419,06,4,tannic acid,Low,8 day,Kidney,"Cellular infiltration, lymphocyte",,minimal,true
No ChipData,0419,06,4,tannic acid,Low,8 day,Kidney,Cyst,Cortex,minimal,true
No ChipData,0419,06,4,tannic acid,Low,8 day,Kidney,Fibrosis,,minimal,true
No ChipData,0419,06,4,tannic acid,Low,8 day,Kidney,Regeneration,Renal tubule,minimal,true
No ChipData,0419,07,1,tannic acid,Low,15 day,Liver,,,P,false
No ChipData,0419,07,3,tannic acid,Low,15 day,Kidney,"Cast,hyaline",Medulla,minimal,true
No ChipData,0419,07,2,tannic acid,Low,15 day,Kidney,"Cellular infiltration, lymphocyte",,minimal,true
No ChipData,0419,07,4,tannic acid,Low,15 day,Kidney,"Cellular infiltration, lymphocyte",,minimal,true
No ChipData,0419,07,3,tannic acid,Low,15 day,Kidney,Cyst,Cortex,minimal,true
No ChipData,0419,07,3,tannic acid,Low,15 day,Kidney,Cyst,Medulla,minimal,true
No ChipData,0419,07,1,tannic acid,Low,15 day,Kidney,,,P,false
No ChipData,0419,07,3,tannic acid,Low,15 day,Kidney,Regeneration,Renal tubule,minimal,true
No ChipData,0419,07,4,tannic acid,Low,15 day,Kidney,Regeneration,Renal tubule,minimal,true
003017420011,0419,08,1,tannic acid,Low,29 day,Liver,Microgranuloma,,minimal,true
No ChipData,0419,08,4,tannic acid,Low,29 day,Liver,Microgranuloma,,minimal,true
No ChipData,0419,08,2,tannic acid,Low,29 day,Kidney,"Cellular infiltration, lymphocyte",,minimal,true
No ChipData,0419,08,2,tannic acid,Low,29 day,Kidney,Cyst,Cortex,minimal,true
No ChipData,0419,08,2,tannic acid,Low,29 day,Kidney,Regeneration,Renal tubule,minimal,true
No ChipData,0418,09,2,tannic acid,Middle,3 hr,Kidney,"Cast,hyaline",Cortex,minimal,true
No ChipData,0418,09,4,tannic acid,Middle,3 hr,Kidney,Cyst,Cortex,minimal,true
No ChipData,0418,09,2,tannic acid,Middle,3 hr,Kidney,Regeneration,Renal tubule,minimal,true
No ChipData,0418,09,4,tannic acid,Middle,3 hr,Kidney,Regeneration,Renal tubule,minimal,true
No ChipData,0418,10,2,tannic acid,Middle,6 hr,Kidney,Cyst,Cortex,minimal,true
No ChipData,0418,10,1,tannic acid,Middle,6 hr,Kidney,Cyst,Medulla,minimal,true
No ChipData,0418,10,1,tannic acid,Middle,6 hr,Kidney,Regeneration,Renal tubule,minimal,true
No ChipData,0418,10,2,tannic acid,Middle,6 hr,Kidney,Regeneration,Renal tubule,minimal,true
No ChipData,0418,11,5,tannic acid,Middle,9 hr,Kidney,"Cellular infiltration, lymphocyte",,minimal,true
No ChipData,0418,11,5,tannic acid,Middle,9 hr,Kidney,Fibrosis,Cortex,minimal,true
No ChipData,0418,11,4,tannic acid,Middle,9 hr,Kidney,Mineralization,Papilla,minimal,true
No ChipData,0418,11,2,tannic acid,Middle,9 hr,Kidney,Regeneration,Renal tubule,minimal,true
No ChipData,0418,11,5,tannic acid,Middle,9 hr,Kidney,Regeneration,Renal tubule,minimal,true
003017422019,0418,12,1,tannic acid,Middle,24 hr,Liver,Necrosis,Subserosa,minimal,true
No ChipData,0418,12,4,tannic acid,Middle,24 hr,Liver,Necrosis,Subserosa,minimal,true
No ChipData,0418,12,3,tannic acid,Middle,24 hr,Kidney,Regeneration,Renal tubule,minimal,true
No ChipData,0419,09,5,tannic acid,Middle,4 day,Liver,Necrosis,Subserosa,minimal,true
No ChipData,0419,09,1,tannic acid,Middle,4 day,Kidney,Regeneration,Renal tubule,minimal,true
No ChipData,0419,10,4,tannic acid,Middle,8 day,Kidney,"Cellular infiltration, lymphocyte",,minimal,true
No ChipData,0419,10,3,tannic acid,Middle,8 day,Kidney,Cyst,Medulla,minimal,true
No ChipData,0419,10,2,tannic acid,Middle,8 day,Kidney,Regeneration,Renal tubule,minimal,true
003017420002,0419,11,1,tannic acid,Middle,15 day,Liver,Microgranuloma,,minimal,true
No ChipData,0419,11,3,tannic acid,Middle,15 day,Kidney,"Cast,hyaline",Medulla,minimal,true
No ChipData,0419,11,3,tannic acid,Middle,15 day,Kidney,"Cellular infiltration, lymphocyte",,minimal,true
No ChipData,0419,11,5,tannic acid,Middle,15 day,Kidney,"Cellular infiltration, lymphocyte",,minimal,true
No ChipData,0419,11,3,tannic acid,Middle,15 day,Kidney,Cyst,Cortex,minimal,true
No ChipData,0419,11,3,tannic acid,Middle,15 day,Kidney,Cyst,Medulla,minimal,true
No ChipData,0419,11,3,tannic acid,Middle,15 day,Kidney,Fibrosis,,minimal,true
No ChipData,0419,11,5,tannic acid,Middle,15 day,Kidney,Fibrosis,,minimal,true
No ChipData,0419,11,5,tannic acid,Middle,15 day,Kidney,Regeneration,Renal tubule,minimal,true
No ChipData,0419,11,3,tannic acid,Middle,15 day,Kidney,Regeneration,Renal tubule,slight,true
003017420014,0419,12,2,tannic acid,Middle,29 day,Liver,Microgranuloma,,minimal,true
No ChipData,0419,12,4,tannic acid,Middle,29 day,Liver,Microgranuloma,,minimal,true
No ChipData,0419,12,1,tannic acid,Middle,29 day,Liver,,,P,false
No ChipData,0419,12,4,tannic acid,Middle,29 day,Kidney,"Cellular infiltration, lymphocyte",,minimal,true
No ChipData,0419,12,4,tannic acid,Middle,29 day,Kidney,Cyst,Cortex,minimal,true
No ChipData,0419,12,1,tannic acid,Middle,29 day,Kidney,,,P,false
No ChipData,0419,12,4,tannic acid,Middle,29 day,Kidney,Regeneration,Renal tubule,minimal,true
No ChipData,0418,13,4,tannic acid,High,3 hr,Kidney,Cyst,Cortex,minimal,true
No ChipData,0418,13,3,tannic acid,High,3 hr,Kidney,Regeneration,Renal tubule,minimal,true
No ChipData,0418,13,4,tannic acid,High,3 hr,Kidney,Regeneration,Renal tubule,minimal,true
No ChipData,0418,14,4,tannic acid,High,6 hr,Liver,Necrosis,Subserosa,minimal,true
No ChipData,0418,14,5,tannic acid,High,6 hr,Kidney,Cyst,Cortex,minimal,true
No ChipData,0418,14,4,tannic acid,High,6 hr,Kidney,Cyst,Medulla,minimal,true
No ChipData,0418,14,4,tannic acid,High,6 hr,Kidney,Regeneration,Renal tubule,minimal,true
No ChipData,0418,14,5,tannic acid,High,6 hr,Kidney,Regeneration,Renal tubule,minimal,true
No ChipData,0418,15,3,tannic acid,High,9 hr,Kidney,"Cellular infiltration, lymphocyte",,minimal,true
No ChipData,0418,15,4,tannic acid,High,9 hr,Kidney,Cyst,Cortex,minimal,true
No ChipData,0418,15,4,tannic acid,High,9 hr,Kidney,Regeneration,Renal tubule,minimal,true
003017422022,0418,16,2,tannic acid,High,24 hr,Liver,Necrosis,Subserosa,minimal,true
No ChipData,0418,16,4,tannic acid,High,24 hr,Kidney,"Cellular infiltration, lymphocyte",,minimal,true
No ChipData,0418,16,5,tannic acid,High,24 hr,Kidney,"Cellular infiltration, lymphocyte",,minimal,true
No ChipData,0418,16,4,tannic acid,High,24 hr,Kidney,Cyst,Cortex,minimal,true
No ChipData,0418,16,4,tannic acid,High,24 hr,Kidney,Fibrosis,Cortex,minimal,true
No ChipData,0418,16,5,tannic acid,High,24 hr,Kidney,Fibrosis,Cortex,minimal,true
No ChipData,0418,16,1,tannic acid,High,24 hr,Kidney,Regeneration,Renal tubule,minimal,true
No ChipData,0418,16,2,tannic acid,High,24 hr,Kidney,Regeneration,Renal tubule,minimal,true
No ChipData,0418,16,4,tannic acid,High,24 hr,Kidney,Regeneration,Renal tubule,minimal,true
No ChipData,0418,16,5,tannic acid,High,24 hr,Kidney,Regeneration,Renal tubule,minimal,true
No ChipData,0419,13,3,tannic acid,High,4 day,Kidney,"Cellular infiltration, lymphocyte",,minimal,true
No ChipData,0419,13,1,tannic acid,High,4 day,Kidney,Cyst,Cortex,minimal,true
No ChipData,0419,13,3,tannic acid,High,4 day,Kidney,Cyst,Cortex,minimal,true
No ChipData,0419,13,3,tannic acid,High,4 day,Kidney,Fibrosis,,minimal,true
No ChipData,0419,13,3,tannic acid,High,4 day,Kidney,Regeneration,Renal tubule,minimal,true
No ChipData,0419,14,5,tannic acid,High,8 day,Kidney,Cyst,Cortex,minimal,true
No ChipData,0419,14,1,tannic acid,High,8 day,Kidney,Cyst,Cortico-medullary junction,minimal,true
No ChipData,0419,14,2,tannic acid,High,8 day,Kidney,Regeneration,Renal tubule,minimal,true
003017420005,0419,15,1,tannic acid,High,15 day,Liver,Necrosis,Subserosa,minimal,true
No ChipData,0419,15,4,tannic acid,High,15 day,Kidney,"Cellular infiltration, lymphocyte",,minimal,true
No ChipData,0419,15,4,tannic acid,High,15 day,Kidney,Cyst,Cortex,minimal,true
No ChipData,0419,15,4,tannic acid,High,15 day,Kidney,Regeneration,Renal tubule,minimal,true
No ChipData,0419,16,5,tannic acid,High,29 day,Kidney,"Cellular infiltration, lymphocyte",,minimal,true
No ChipData,0419,16,5,tannic acid,High,29 day,Kidney,Cyst,Cortex,minimal,true
No ChipData,0419,16,2,tannic acid,High,29 day,Kidney,Cyst,Medulla,minimal,true
No ChipData,0419,16,5,tannic acid,High,29 day,Kidney,Fibrosis,,minimal,true
No ChipData,0419,16,5,tannic acid,High,29 day,Kidney,Regeneration,Renal tubule,minimal,true
003017416006,0533,01,1,terbinafine,Control,3 hr,Liver,Necrosis,,minimal,true
No ChipData,0533,01,1,terbinafine,Control,3 hr,Kidney,"Dilatation, cystic",Renal tubule,minimal,true
No ChipData,0533,01,2,terbinafine,Control,3 hr,Kidney,"Dilatation, cystic",Renal tubule,minimal,true
No ChipData,0533,01,3,terbinafine,Control,3 hr,Kidney,"Dilatation, cystic",Renal tubule,minimal,true
No ChipData,0533,02,2,terbinafine,Control,6 hr,Kidney,Regeneration,Renal tubule,minimal,true
No ChipData,0534,01,3,terbinafine,Control,4 day,Kidney,"Dilatation, cystic",Renal tubule,minimal,true
003017394014,0534,02,3,terbinafine,Control,8 day,Liver,Necrosis,,minimal,true
No ChipData,0534,02,5,terbinafine,Control,8 day,Kidney,"Dilatation, cystic",Renal tubule,minimal,true
No ChipData,0534,03,5,terbinafine,Control,15 day,Liver,Microgranuloma,,minimal,true
No ChipData,0534,03,4,terbinafine,Control,15 day,Kidney,"Cast,hyaline",Renal tubule,minimal,true
No ChipData,0534,03,4,terbinafine,Control,15 day,Kidney,"Dilatation, cystic",Renal tubule,minimal,true
No ChipData,0534,03,2,terbinafine,Control,15 day,Kidney,Scar,Cortex,minimal,true
No ChipData,0533,07,1,terbinafine,Low,9 hr,Kidney,"Dilatation, cystic",Renal tubule,minimal,true
No ChipData,0533,07,4,terbinafine,Low,9 hr,Kidney,"Dilatation, cystic",Renal tubule,minimal,true
No ChipData,0534,07,2,terbinafine,Low,15 day,Liver,Necrosis,,minimal,true
No ChipData,0534,07,1,terbinafine,Low,15 day,Liver,Scar,Subserosa,minimal,true
No ChipData,0534,07,5,terbinafine,Low,15 day,Kidney,"Dilatation, cystic",Renal tubule,minimal,true
003017416013,0533,09,4,terbinafine,Middle,3 hr,Liver,Cellular infiltration,,minimal,true
No ChipData,0533,09,4,terbinafine,Middle,3 hr,Kidney,Dilatation,Pelvic cavity,slight,true
No ChipData,0533,09,2,terbinafine,Middle,3 hr,Kidney,"Dilatation, cystic",Renal tubule,minimal,true
No ChipData,0533,09,4,terbinafine,Middle,3 hr,Kidney,"Dilatation, cystic",Renal tubule,minimal,true
No ChipData,0533,10,2,terbinafine,Middle,6 hr,Kidney,"Dilatation, cystic",Renal tubule,minimal,true
No ChipData,0533,12,1,terbinafine,Middle,24 hr,Kidney,"Cellular infiltration, lymphocyte",Cortex,minimal,true
No ChipData,0534,09,4,terbinafine,Middle,4 day,Kidney,Scar,Cortex,minimal,true
003017394020,0534,10,4,terbinafine,Middle,8 day,Liver,Scar,Subserosa,minimal,true
No ChipData,0534,10,4,terbinafine,Middle,8 day,Kidney,"Dilatation, cystic",Renal tubule,minimal,true
No ChipData,0534,11,3,terbinafine,Middle,15 day,Liver,Hypertrophy,Centrilobular,minimal,false
No ChipData,0534,11,1,terbinafine,Middle,15 day,Kidney,Dilatation,Pelvic cavity,minimal,true
No ChipData,0534,11,1,terbinafine,Middle,15 day,Kidney,Scar,Medulla,minimal,true
