BARCODE,EXP_ID,GROUP_ID,INDIVIDUAL_ID,COMPOUND_NAME,DOSE_LEVEL,SACRIFICE_PERIOD,ORGAN,FINDING_TYPE,TOPOGRAPHY_TYPE,GRADE_TYPE,SP_FLG
No ChipData,0515,08,1,simvastatin,Low,24 hr,Kidney,Regeneration,Renal tubule,minimal,true
No ChipData,0515,08,2,simvastatin,Low,24 hr,Kidney,Regeneration,Renal tubule,minimal,true
003017360021,0516,05,4,simvastatin,Low,4 day,Liver,Necrosis,Subserosa,minimal,true
No ChipData,0516,05,2,simvastatin,Low,4 day,Kidney,Dilatation,Pelvis,minimal,true
003017361002,0516,06,2,simvastatin,Low,8 day,Liver,Microgranuloma,,minimal,true
No ChipData,0516,06,2,simvastatin,Low,8 day,Kidney,"Cellular infiltration, lymphocyte",,minimal,true
No ChipData,0516,06,5,simvastatin,Low,8 day,Kidney,"Cellular infiltration, lymphocyte",,minimal,true
No ChipData,0516,06,2,simvastatin,Low,8 day,Kidney,Regeneration,Renal tubule,minimal,true
No ChipData,0516,06,5,simvastatin,Low,8 day,Kidney,Regeneration,Renal tubule,minimal,true
003017364021,0516,07,1,simvastatin,Low,15 day,Liver,"Change, basophilic",Periportal,minimal,false
003017364022,0516,07,2,simvastatin,Low,15 day,Liver,"Change, basophilic",Periportal,minimal,false
No ChipData,0516,07,5,simvastatin,Low,15 day,Liver,"Change, basophilic",Periportal,minimal,false
No ChipData,0516,07,5,simvastatin,Low,15 day,Liver,Increased mitosis,Midlobular,minimal,true
No ChipData,0516,07,3,simvastatin,Low,15 day,Liver,Microgranuloma,,minimal,true
No ChipData,0516,07,3,simvastatin,Low,15 day,Kidney,Cyst,Medulla,slight,true
003017365003,0516,08,1,simvastatin,Low,29 day,Liver,"Change, basophilic",Periportal,minimal,false
003017365004,0516,08,2,simvastatin,Low,29 day,Liver,"Change, basophilic",Periportal,minimal,false
003017365005,0516,08,4,simvastatin,Low,29 day,Liver,"Change, basophilic",Periportal,minimal,false
003017365005,0516,08,4,simvastatin,Low,29 day,Liver,Increased mitosis,Midlobular,minimal,true
No ChipData,0516,08,5,simvastatin,Low,29 day,Liver,Microgranuloma,,minimal,true
No ChipData,0516,08,4,simvastatin,Low,29 day,Kidney,Regeneration,Renal tubule,minimal,true
No ChipData,0516,08,5,simvastatin,Low,29 day,Kidney,Regeneration,Renal tubule,minimal,true
No ChipData,0515,09,5,simvastatin,Middle,3 hr,Kidney,"Cellular infiltration, lymphocyte",,minimal,true
No ChipData,0515,09,5,simvastatin,Middle,3 hr,Kidney,Regeneration,Renal tubule,minimal,true
003017369019,0515,10,3,simvastatin,Middle,6 hr,Liver,Necrosis,Subserosa,minimal,true
No ChipData,0515,10,3,simvastatin,Middle,6 hr,Kidney,Dilatation,Pelvis,slight,true
No ChipData,0515,11,2,simvastatin,Middle,9 hr,Kidney,"Cellular infiltration, lymphocyte",,minimal,true
No ChipData,0515,11,3,simvastatin,Middle,9 hr,Kidney,"Cellular infiltration, lymphocyte",,minimal,true
No ChipData,0515,11,2,simvastatin,Middle,9 hr,Kidney,Regeneration,Renal tubule,minimal,true
No ChipData,0515,11,3,simvastatin,Middle,9 hr,Kidney,Regeneration,Renal tubule,minimal,true
003017408004,0515,12,2,simvastatin,Middle,24 hr,Liver,Increased mitosis,Midlobular,minimal,false
003017402015,0515,12,4,simvastatin,Middle,24 hr,Liver,Increased mitosis,Midlobular,minimal,false
003017402016,0515,12,5,simvastatin,Middle,24 hr,Liver,Increased mitosis,Midlobular,minimal,false
No ChipData,0515,12,1,simvastatin,Middle,24 hr,Liver,Increased mitosis,Midlobular,slight,false
No ChipData,0515,12,3,simvastatin,Middle,24 hr,Liver,Increased mitosis,Midlobular,slight,false
No ChipData,0515,12,2,simvastatin,Middle,24 hr,Kidney,Cyst,Cortex,slight,true
No ChipData,0515,12,5,simvastatin,Middle,24 hr,Kidney,Cyst,Medulla,slight,true
No ChipData,0515,12,5,simvastatin,Middle,24 hr,Kidney,Fibrosis,Medulla,minimal,true
No ChipData,0516,09,2,simvastatin,Middle,4 day,Liver,Increased mitosis,Midlobular,minimal,true
003017360023,0516,09,1,simvastatin,Middle,4 day,Liver,Microgranuloma,,minimal,true
003017360025,0516,09,5,simvastatin,Middle,4 day,Liver,Necrosis,Subserosa,minimal,true
No ChipData,0516,09,1,simvastatin,Middle,4 day,Kidney,Fibrosis,Medulla,minimal,true
No ChipData,0516,09,5,simvastatin,Middle,4 day,Kidney,Mineralization,Papilla,minimal,true
No ChipData,0516,09,1,simvastatin,Middle,4 day,Kidney,Regeneration,Renal tubule,minimal,true
No ChipData,0516,09,4,simvastatin,Middle,4 day,Kidney,Regeneration,Renal tubule,minimal,true
003017361005,0516,10,1,simvastatin,Middle,8 day,Liver,"Change, basophilic",Periportal,minimal,false
003017361006,0516,10,2,simvastatin,Middle,8 day,Liver,"Change, basophilic",Periportal,minimal,false
No ChipData,0516,10,3,simvastatin,Middle,8 day,Liver,"Change, basophilic",Periportal,minimal,false
003017361007,0516,10,4,simvastatin,Middle,8 day,Liver,"Change, basophilic",Periportal,minimal,false
No ChipData,0516,10,5,simvastatin,Middle,8 day,Liver,"Change, basophilic",Periportal,minimal,false
003017361006,0516,10,2,simvastatin,Middle,8 day,Liver,Increased mitosis,Midlobular,minimal,true
No ChipData,0516,10,3,simvastatin,Middle,8 day,Kidney,"Cellular infiltration, lymphocyte",,minimal,true
No ChipData,0516,10,5,simvastatin,Middle,8 day,Kidney,Cyst,Cortex,slight,true
No ChipData,0516,10,3,simvastatin,Middle,8 day,Kidney,Regeneration,Renal tubule,minimal,true
003017364024,0516,11,1,simvastatin,Middle,15 day,Liver,"Change, basophilic",Periportal,minimal,false
003017364025,0516,11,2,simvastatin,Middle,15 day,Liver,"Change, basophilic",Periportal,minimal,false
No ChipData,0516,11,3,simvastatin,Middle,15 day,Liver,"Change, basophilic",Periportal,minimal,false
003017364026,0516,11,4,simvastatin,Middle,15 day,Liver,"Change, basophilic",Periportal,minimal,false
No ChipData,0516,11,5,simvastatin,Middle,15 day,Liver,"Change, basophilic",Periportal,minimal,false
003017364024,0516,11,1,simvastatin,Middle,15 day,Liver,Increased mitosis,Midlobular,minimal,false
003017364025,0516,11,2,simvastatin,Middle,15 day,Liver,Increased mitosis,Midlobular,minimal,false
No ChipData,0516,11,3,simvastatin,Middle,15 day,Liver,Increased mitosis,Midlobular,minimal,false
No ChipData,0516,11,3,simvastatin,Middle,15 day,Liver,Microgranuloma,,minimal,true
No ChipData,0516,11,5,simvastatin,Middle,15 day,Liver,Microgranuloma,,minimal,true
No ChipData,0516,11,2,simvastatin,Middle,15 day,Kidney,Cyst,Medulla,slight,true
No ChipData,0516,11,1,simvastatin,Middle,15 day,Kidney,Regeneration,Renal tubule,minimal,true
No ChipData,0516,12,1,simvastatin,Middle,29 day,Liver,"Change, basophilic",Periportal,slight,false
No ChipData,0516,12,2,simvastatin,Middle,29 day,Liver,"Change, basophilic",Periportal,slight,false
003017365006,0516,12,3,simvastatin,Middle,29 day,Liver,"Change, basophilic",Periportal,slight,false
003017365007,0516,12,4,simvastatin,Middle,29 day,Liver,"Change, basophilic",Periportal,slight,false
003017365008,0516,12,5,simvastatin,Middle,29 day,Liver,"Change, basophilic",Periportal,slight,false
003017365008,0516,12,5,simvastatin,Middle,29 day,Liver,Increased mitosis,Midlobular,minimal,true
003017365006,0516,12,3,simvastatin,Middle,29 day,Liver,Necrosis,Subserosa,minimal,true
No ChipData,0516,12,2,simvastatin,Middle,29 day,Kidney,Cyst,Cortex,slight,true
No ChipData,0516,12,4,simvastatin,Middle,29 day,Kidney,Mineralization,Papilla,minimal,true
No ChipData,0516,12,2,simvastatin,Middle,29 day,Kidney,Regeneration,Renal tubule,minimal,true
No ChipData,0516,12,3,simvastatin,Middle,29 day,Kidney,Regeneration,Renal tubule,minimal,true
No ChipData,0515,13,3,simvastatin,High,3 hr,Kidney,Cyst,Medulla,slight,true
No ChipData,0515,14,4,simvastatin,High,6 hr,Kidney,Cyst,Cortex,slight,true
No ChipData,0515,15,2,simvastatin,High,9 hr,Kidney,Cyst,Cortex,slight,true
No ChipData,0515,15,5,simvastatin,High,9 hr,Kidney,Cyst,Cortex,slight,true
No ChipData,0515,15,1,simvastatin,High,9 hr,Kidney,Cyst,Medulla,slight,true
No ChipData,0515,15,1,simvastatin,High,9 hr,Kidney,Fibrosis,Medulla,minimal,true
003017402018,0515,16,2,simvastatin,High,24 hr,Liver,Increased mitosis,Midlobular,minimal,false
No ChipData,0515,16,4,simvastatin,High,24 hr,Liver,Increased mitosis,Midlobular,minimal,false
No ChipData,0515,16,5,simvastatin,High,24 hr,Liver,Increased mitosis,Midlobular,minimal,false
003017402017,0515,16,1,simvastatin,High,24 hr,Liver,Increased mitosis,Midlobular,slight,false
003017402019,0515,16,3,simvastatin,High,24 hr,Liver,Increased mitosis,Midlobular,slight,false
No ChipData,0515,16,5,simvastatin,High,24 hr,Liver,Necrosis,Subserosa,minimal,true
No ChipData,0515,16,4,simvastatin,High,24 hr,Liver,"Vacuolization, cytoplasmic",Periportal,minimal,true
No ChipData,0515,16,5,simvastatin,High,24 hr,Liver,"Vacuolization, cytoplasmic",Periportal,minimal,true
No ChipData,0515,16,1,simvastatin,High,24 hr,Kidney,Cyst,Medulla,slight,true
No ChipData,0515,16,2,simvastatin,High,24 hr,Kidney,Regeneration,Renal tubule,minimal,true
No ChipData,0516,13,3,simvastatin,High,4 day,Liver,"Change, basophilic",Periportal,minimal,false
003017360028,0516,13,4,simvastatin,High,4 day,Liver,"Change, basophilic",Periportal,minimal,false
No ChipData,0516,13,3,simvastatin,High,4 day,Liver,Increased mitosis,Midlobular,minimal,false
003017360028,0516,13,4,simvastatin,High,4 day,Liver,Increased mitosis,Midlobular,minimal,false
003017360027,0516,13,2,simvastatin,High,4 day,Liver,Microgranuloma,,minimal,true
No ChipData,0516,13,1,simvastatin,High,4 day,Kidney,Cyst,Cortex,minimal,true
No ChipData,0516,13,3,simvastatin,High,4 day,Kidney,Cyst,Cortex,minimal,true
No ChipData,0516,13,1,simvastatin,High,4 day,Kidney,Regeneration,Renal tubule,minimal,true
No ChipData,0516,13,3,simvastatin,High,4 day,Kidney,Regeneration,Renal tubule,minimal,true
No ChipData,0516,13,4,simvastatin,High,4 day,Kidney,Regeneration,Renal tubule,minimal,true
003017361008,0516,14,1,simvastatin,High,8 day,Liver,"Change, basophilic",Periportal,minimal,false
No ChipData,0516,14,4,simvastatin,High,8 day,Liver,"Change, basophilic",Periportal,minimal,false
003017361009,0516,14,2,simvastatin,High,8 day,Liver,"Change, basophilic",Periportal,slight,false
003017361010,0516,14,3,simvastatin,High,8 day,Liver,"Change, basophilic",Periportal,slight,false
No ChipData,0516,14,4,simvastatin,High,8 day,Liver,Increased mitosis,Midlobular,minimal,true
No ChipData,0516,14,1,simvastatin,High,8 day,Kidney,Regeneration,Renal tubule,minimal,true
003017364028,0516,15,4,simvastatin,High,15 day,Liver,"Change, basophilic",Periportal,minimal,false
No ChipData,0516,15,2,simvastatin,High,15 day,Liver,"Change, basophilic",Periportal,slight,false
003017364027,0516,15,3,simvastatin,High,15 day,Liver,"Change, basophilic",Periportal,slight,false
003017364029,0516,15,5,simvastatin,High,15 day,Liver,"Change, basophilic",Periportal,slight,false
No ChipData,0516,15,1,simvastatin,High,15 day,Liver,DEAD,DEAD,P,false
003017364027,0516,15,3,simvastatin,High,15 day,Liver,Increased mitosis,Midlobular,minimal,false
003017364028,0516,15,4,simvastatin,High,15 day,Liver,Increased mitosis,Midlobular,minimal,false
No ChipData,0516,15,4,simvastatin,High,15 day,Kidney,"Cellular infiltration, lymphocyte",,minimal,true
No ChipData,0516,15,5,simvastatin,High,15 day,Kidney,"Cellular infiltration, lymphocyte",,minimal,true
No ChipData,0516,15,2,simvastatin,High,15 day,Kidney,Cyst,Cortex,slight,true
No ChipData,0516,15,4,simvastatin,High,15 day,Kidney,Cyst,Cortex,slight,true
No ChipData,0516,15,5,simvastatin,High,15 day,Kidney,Cyst,Medulla,slight,true
No ChipData,0516,15,1,simvastatin,High,15 day,Kidney,DEAD,DEAD,P,false
No ChipData,0516,15,2,simvastatin,High,15 day,Kidney,Regeneration,Renal tubule,minimal,true
No ChipData,0516,15,4,simvastatin,High,15 day,Kidney,Regeneration,Renal tubule,minimal,true
No ChipData,0516,15,5,simvastatin,High,15 day,Kidney,Regeneration,Renal tubule,minimal,true
003017365009,0516,16,1,simvastatin,High,29 day,Liver,"Change, basophilic",Periportal,slight,false
003017365010,0516,16,2,simvastatin,High,29 day,Liver,"Change, basophilic",Periportal,slight,false
No ChipData,0516,16,3,simvastatin,High,29 day,Liver,"Change, basophilic",Periportal,slight,false
No ChipData,0516,16,4,simvastatin,High,29 day,Liver,"Change, basophilic",Periportal,slight,false
003017365011,0516,16,5,simvastatin,High,29 day,Liver,"Change, basophilic",Periportal,slight,false
003017365010,0516,16,2,simvastatin,High,29 day,Liver,Increased mitosis,Midlobular,minimal,false
No ChipData,0516,16,3,simvastatin,High,29 day,Liver,Increased mitosis,Midlobular,minimal,false
No ChipData,0516,16,4,simvastatin,High,29 day,Liver,Increased mitosis,Midlobular,minimal,false
003017365011,0516,16,5,simvastatin,High,29 day,Liver,Increased mitosis,Midlobular,minimal,false
003017365009,0516,16,1,simvastatin,High,29 day,Liver,Microgranuloma,,minimal,false
003017365010,0516,16,2,simvastatin,High,29 day,Liver,Microgranuloma,,minimal,false
No ChipData,0516,16,3,simvastatin,High,29 day,Liver,Microgranuloma,,minimal,false
No ChipData,0516,16,4,simvastatin,High,29 day,Liver,Microgranuloma,,minimal,false
003017365011,0516,16,5,simvastatin,High,29 day,Liver,Microgranuloma,,minimal,false
No ChipData,0516,16,1,simvastatin,High,29 day,Kidney,"Cellular infiltration, lymphocyte",,minimal,true
No ChipData,0516,16,1,simvastatin,High,29 day,Kidney,Regeneration,Renal tubule,minimal,true
No ChipData,0516,16,2,simvastatin,High,29 day,Kidney,Regeneration,Renal tubule,minimal,true
No ChipData,0516,16,5,simvastatin,High,29 day,Kidney,Regeneration,Renal tubule,minimal,true
No ChipData,0210,01,4,sulfasalazine,Control,3 hr,Liver,Cellular infiltration,,minimal,true
No ChipData,0210,01,5,sulfasalazine,Control,3 hr,Kidney,"Dilatation, cystic",Renal tubule,minimal,true
No ChipData,0210,01,1,sulfasalazine,Control,3 hr,Kidney,Regeneration,Renal tubule,minimal,true
003017684011,0210,02,2,sulfasalazine,Control,6 hr,Liver,Cellular infiltration,,minimal,true
No ChipData,0210,03,2,sulfasalazine,Control,9 hr,Kidney,"Cast,hyaline",Renal tubule,minimal,true
No ChipData,0210,03,1,sulfasalazine,Control,9 hr,Kidney,"Cellular infiltration, lymphocyte",,minimal,true
No ChipData,0210,03,4,sulfasalazine,Control,9 hr,Kidney,"Cellular infiltration, lymphocyte",,minimal,true
003017685005,0210,04,2,sulfasalazine,Control,24 hr,Liver,Cellular infiltration,,minimal,true
003017685005,0210,04,2,sulfasalazine,Control,24 hr,Liver,Necrosis,,minimal,true
No ChipData,0210,04,2,sulfasalazine,Control,24 hr,Kidney,Scar,Cortex,minimal,true
No ChipData,0211,02,5,sulfasalazine,Control,8 day,Kidney,Scar,Cortex,minimal,true
No ChipData,0211,03,5,sulfasalazine,Control,15 day,Kidney,Dilatation,Pelvic cavity,minimal,true
No ChipData,0211,04,1,sulfasalazine,Control,29 day,Kidney,Regeneration,Renal tubule,minimal,true
003017684002,0210,05,1,sulfasalazine,Low,3 hr,Liver,Cellular infiltration,,minimal,true
003017684004,0210,05,5,sulfasalazine,Low,3 hr,Liver,Cellular infiltration,,minimal,true
No ChipData,0210,05,1,sulfasalazine,Low,3 hr,Kidney,Regeneration,Renal tubule,minimal,true
No ChipData,0210,05,3,sulfasalazine,Low,3 hr,Kidney,Regeneration,Renal tubule,minimal,true
003017684014,0210,06,1,sulfasalazine,Low,6 hr,Liver,Hemorrhage,Serosa,minimal,true
No ChipData,0210,06,5,sulfasalazine,Low,6 hr,Kidney,"Dilatation, cystic",Renal tubule,minimal,true
No ChipData,0210,07,1,sulfasalazine,Low,9 hr,Kidney,"Dilatation, cystic",Renal tubule,minimal,true
No ChipData,0210,07,4,sulfasalazine,Low,9 hr,Kidney,"Dilatation, cystic",Renal tubule,minimal,true
No ChipData,0210,07,3,sulfasalazine,Low,9 hr,Kidney,Scar,Cortex,minimal,true
003017685009,0210,08,4,sulfasalazine,Low,24 hr,Liver,Cellular infiltration,,minimal,true
No ChipData,0210,08,1,sulfasalazine,Low,24 hr,Kidney,"Cellular infiltration, lymphocyte",,minimal,true
No ChipData,0211,05,2,sulfasalazine,Low,4 day,Kidney,Regeneration,Renal tubule,minimal,true
No ChipData,0211,06,1,sulfasalazine,Low,8 day,Kidney,Scar,Medulla,minimal,true
No ChipData,0211,06,4,sulfasalazine,Low,8 day,Kidney,Scar,Medulla,minimal,true
003017753006,0211,07,2,sulfasalazine,Low,15 day,Liver,Cellular infiltration,,minimal,true
No ChipData,0211,07,1,sulfasalazine,Low,15 day,Kidney,"Dilatation, cystic",Renal tubule,minimal,true
No ChipData,0210,09,5,sulfasalazine,Middle,3 hr,Kidney,Regeneration,Renal tubule,minimal,true
No ChipData,0210,10,1,sulfasalazine,Middle,6 hr,Liver,Cellular infiltration,,minimal,true
003017684018,0210,10,3,sulfasalazine,Middle,6 hr,Liver,Cellular infiltration,,minimal,true
No ChipData,0210,11,4,sulfasalazine,Middle,9 hr,Kidney,Scar,Cortex,minimal,true
003017685012,0210,12,4,sulfasalazine,Middle,24 hr,Liver,Cellular infiltration,,minimal,true
No ChipData,0210,12,2,sulfasalazine,Middle,24 hr,Liver,Necrosis,,minimal,true
No ChipData,0211,10,1,sulfasalazine,Middle,8 day,Liver,Swelling,Centrilobular,slight,false
003017752029,0211,10,5,sulfasalazine,Middle,8 day,Liver,Swelling,Centrilobular,slight,false
No ChipData,0211,10,3,sulfasalazine,Middle,8 day,Kidney,Dilatation,Pelvic cavity,minimal,true
No ChipData,0211,10,1,sulfasalazine,Middle,8 day,Kidney,"Dilatation, cystic",Renal tubule,minimal,true
No ChipData,0211,10,5,sulfasalazine,Middle,8 day,Kidney,"Dilatation, cystic",Renal tubule,minimal,true
No ChipData,0211,10,5,sulfasalazine,Middle,8 day,Kidney,Regeneration,Renal tubule,minimal,true
No ChipData,0211,10,5,sulfasalazine,Middle,8 day,Kidney,Scar,Cortex,minimal,true
No ChipData,0211,12,3,sulfasalazine,Middle,29 day,Liver,Swelling,Centrilobular,slight,false
No ChipData,0210,14,1,sulfasalazine,High,6 hr,Kidney,"Dilatation, cystic",Renal tubule,minimal,true
No ChipData,0210,14,3,sulfasalazine,High,6 hr,Kidney,Regeneration,Renal tubule,minimal,true
No ChipData,0210,15,2,sulfasalazine,High,9 hr,Kidney,"Dilatation, cystic",Renal tubule,minimal,true
No ChipData,0210,15,2,sulfasalazine,High,9 hr,Kidney,Regeneration,Renal tubule,minimal,true
No ChipData,0211,13,2,sulfasalazine,High,4 day,Liver,Swelling,Centrilobular,slight,false
No ChipData,0211,13,3,sulfasalazine,High,4 day,Liver,Swelling,Centrilobular,slight,false
003017752019,0211,13,4,sulfasalazine,High,4 day,Liver,Swelling,Centrilobular,slight,false
003017752020,0211,13,5,sulfasalazine,High,4 day,Liver,Swelling,Centrilobular,slight,false
No ChipData,0211,13,2,sulfasalazine,High,4 day,Kidney,Dilatation,Pelvic cavity,slight,true
No ChipData,0211,13,4,sulfasalazine,High,4 day,Kidney,"Dilatation, cystic",Renal tubule,minimal,true
No ChipData,0211,13,4,sulfasalazine,High,4 day,Kidney,Regeneration,Renal tubule,minimal,true
No ChipData,0211,13,1,sulfasalazine,High,4 day,Kidney,Scar,Cortex,minimal,true
No ChipData,0211,14,4,sulfasalazine,High,8 day,Liver,Swelling,Centrilobular,slight,false
003017752030,0211,14,1,sulfasalazine,High,8 day,Liver,Swelling,Centrilobular,moderate,false
003017753001,0211,14,2,sulfasalazine,High,8 day,Liver,Swelling,Centrilobular,moderate,false
003017753002,0211,14,3,sulfasalazine,High,8 day,Liver,Swelling,Centrilobular,moderate,false
No ChipData,0211,14,5,sulfasalazine,High,8 day,Liver,Swelling,Centrilobular,moderate,false
No ChipData,0211,15,2,sulfasalazine,High,15 day,Liver,Swelling,Centrilobular,slight,false
003017753012,0211,15,1,sulfasalazine,High,15 day,Liver,Swelling,Centrilobular,moderate,false
003017753013,0211,15,3,sulfasalazine,High,15 day,Liver,Swelling,Centrilobular,moderate,false
No ChipData,0211,15,4,sulfasalazine,High,15 day,Liver,Swelling,Centrilobular,moderate,false
003017753014,0211,15,5,sulfasalazine,High,15 day,Liver,Swelling,Centrilobular,moderate,false
No ChipData,0211,15,1,sulfasalazine,High,15 day,Kidney,Desquamation,Pelvic epithelium,minimal,true
No ChipData,0211,16,1,sulfasalazine,High,29 day,Liver,Swelling,Centrilobular,moderate,false
No ChipData,0211,16,2,sulfasalazine,High,29 day,Liver,Swelling,Centrilobular,moderate,false
003017753024,0211,16,3,sulfasalazine,High,29 day,Liver,Swelling,Centrilobular,moderate,false
003017753025,0211,16,4,sulfasalazine,High,29 day,Liver,Swelling,Centrilobular,moderate,false
003017753026,0211,16,5,sulfasalazine,High,29 day,Liver,Swelling,Centrilobular,moderate,false
No ChipData,0211,16,3,sulfasalazine,High,29 day,Kidney,Cellular infiltration,Pelvic epithelium,minimal,true
No ChipData,0211,16,5,sulfasalazine,High,29 day,Kidney,Regeneration,Renal tubule,minimal,true
No ChipData,0442,16,1,sulindac,High,24 hr,Liver,Hypertrophy,Periportal,minimal,false
003017378027,0442,16,3,sulindac,High,24 hr,Liver,Hypertrophy,Periportal,minimal,false
No ChipData,0443,14,1,sulindac,High,8 day,Liver,Atrophy,Hepatic cord,slight,false
No ChipData,0443,14,1,sulindac,High,8 day,Liver,"Cellular infiltration, neutrophil",Serosa,slight,false
No ChipData,0443,15,3,sulindac,High,15 day,Liver,DEAD,DEAD,P,false
No ChipData,0443,15,4,sulindac,High,15 day,Liver,DEAD,DEAD,P,false
003017430006,0443,15,1,sulindac,High,15 day,Liver,"Hematopoiesis, extramedullary",,minimal,false
003017430008,0443,15,5,sulindac,High,15 day,Liver,"Hematopoiesis, extramedullary",,minimal,false
No ChipData,0443,15,2,sulindac,High,15 day,Kidney,"Cellular infiltration, mononuclear cell",,slight,false
No ChipData,0443,15,2,sulindac,High,15 day,Kidney,"Change, basophilic",Renal tubule,slight,false
No ChipData,0443,15,3,sulindac,High,15 day,Kidney,DEAD,DEAD,P,false
No ChipData,0443,15,4,sulindac,High,15 day,Kidney,DEAD,DEAD,P,false
No ChipData,0443,15,2,sulindac,High,15 day,Kidney,Necrosis,Papilla,minimal,false
No ChipData,0443,16,2,sulindac,High,29 day,Liver,DEAD,DEAD,P,false
No ChipData,0443,16,5,sulindac,High,29 day,Liver,DEAD,DEAD,P,false
003017430018,0443,16,1,sulindac,High,29 day,Liver,"Hematopoiesis, extramedullary",,minimal,false
003017430020,0443,16,4,sulindac,High,29 day,Liver,"Hematopoiesis, extramedullary",,minimal,false
003017430018,0443,16,1,sulindac,High,29 day,Liver,Hypertrophy,Periportal,minimal,false
No ChipData,0443,16,1,sulindac,High,29 day,Kidney,"Cellular infiltration, mononuclear cell",,slight,false
No ChipData,0443,16,1,sulindac,High,29 day,Kidney,"Change, basophilic",Renal tubule,slight,false
No ChipData,0443,16,2,sulindac,High,29 day,Kidney,DEAD,DEAD,P,false
No ChipData,0443,16,5,sulindac,High,29 day,Kidney,DEAD,DEAD,P,false
No ChipData,0509,07,3,sulpiride,Low,15 day,Liver,,,P,false
No ChipData,0509,07,3,sulpiride,Low,15 day,Kidney,,,P,false
No ChipData,0508,15,3,sulpiride,High,9 hr,Kidney,Infarct,,minimal,true
No ChipData,0315,13,1,tacrine,High,4 day,Liver,DEAD,DEAD,P,false
No ChipData,0315,13,2,tacrine,High,4 day,Liver,DEAD,DEAD,P,false
No ChipData,0315,13,1,tacrine,High,4 day,Kidney,DEAD,DEAD,P,false
No ChipData,0315,13,2,tacrine,High,4 day,Kidney,DEAD,DEAD,P,false
No ChipData,0315,14,4,tacrine,High,8 day,Liver,DEAD,DEAD,P,false
No ChipData,0315,14,5,tacrine,High,8 day,Liver,DEAD,DEAD,P,false
No ChipData,0315,14,4,tacrine,High,8 day,Kidney,DEAD,DEAD,P,false
No ChipData,0315,14,5,tacrine,High,8 day,Kidney,DEAD,DEAD,P,false
No ChipData,0315,15,2,tacrine,High,15 day,Liver,DEAD,DEAD,P,false
No ChipData,0315,15,4,tacrine,High,15 day,Liver,DEAD,DEAD,P,false
No ChipData,0315,15,2,tacrine,High,15 day,Kidney,DEAD,DEAD,P,false
No ChipData,0315,15,4,tacrine,High,15 day,Kidney,DEAD,DEAD,P,false
No ChipData,0315,16,1,tacrine,High,29 day,Liver,DEAD,DEAD,P,false
No ChipData,0315,16,2,tacrine,High,29 day,Liver,DEAD,DEAD,P,false
No ChipData,0315,16,3,tacrine,High,29 day,Liver,DEAD,DEAD,P,false
No ChipData,0315,16,5,tacrine,High,29 day,Liver,DEAD,DEAD,P,false
No ChipData,0315,16,1,tacrine,High,29 day,Kidney,DEAD,DEAD,P,false
No ChipData,0315,16,2,tacrine,High,29 day,Kidney,DEAD,DEAD,P,false
No ChipData,0315,16,3,tacrine,High,29 day,Kidney,DEAD,DEAD,P,false
No ChipData,0315,16,5,tacrine,High,29 day,Kidney,DEAD,DEAD,P,false
003017045012,0296,01,3,tamoxifen,Control,3 hr,Liver,Necrosis,,minimal,true
No ChipData,0296,01,4,tamoxifen,Control,3 hr,Kidney,"Dilatation, cystic",Medulla,minimal,true
003017045023,0296,02,2,tamoxifen,Control,6 hr,Liver,Necrosis,,minimal,true
No ChipData,0296,04,2,tamoxifen,Control,24 hr,Kidney,"Dilatation, cystic",Cortex,minimal,true
No ChipData,0296,04,5,tamoxifen,Control,24 hr,Kidney,"Dilatation, cystic",Medulla,minimal,true
No ChipData,0297,02,3,tamoxifen,Control,8 day,Kidney,"Change, basophilic",Cortex,minimal,true
No ChipData,0297,02,4,tamoxifen,Control,8 day,Kidney,"Change, basophilic",Cortex,minimal,true
No ChipData,0297,03,1,tamoxifen,Control,15 day,Kidney,"Change, basophilic",Cortex,minimal,true
No ChipData,0297,03,4,tamoxifen,Control,15 day,Kidney,"Change, basophilic",Cortex,minimal,true
No ChipData,0297,03,1,tamoxifen,Control,15 day,Kidney,"Dilatation, cystic",Medulla,minimal,true
No ChipData,0297,04,5,tamoxifen,Control,29 day,Kidney,"Change, basophilic",Cortex,minimal,true
No ChipData,0296,07,1,tamoxifen,Low,9 hr,Kidney,"Change, basophilic",Cortex,minimal,true
No ChipData,0296,07,4,tamoxifen,Low,9 hr,Kidney,"Dilatation, cystic",Cortex,minimal,true
No ChipData,0296,08,1,tamoxifen,Low,24 hr,Kidney,"Dilatation, cystic",Cortex,minimal,true
No ChipData,0297,06,4,tamoxifen,Low,8 day,Kidney,Scar,Cortex,minimal,true
No ChipData,0297,08,2,tamoxifen,Low,29 day,Kidney,"Change, basophilic",Cortex,minimal,true
No ChipData,0297,08,2,tamoxifen,Low,29 day,Kidney,Hypertrophy,Proximal tubule,minimal,false
No ChipData,0297,08,5,tamoxifen,Low,29 day,Kidney,Hypertrophy,Proximal tubule,minimal,false
No ChipData,0297,08,1,tamoxifen,Low,29 day,Kidney,Hypertrophy,Proximal tubule,slight,false
No ChipData,0296,09,1,tamoxifen,Middle,3 hr,Kidney,"Change, basophilic",Cortex,minimal,true
No ChipData,0296,09,4,tamoxifen,Middle,3 hr,Kidney,"Change, basophilic",Cortex,minimal,true
